#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz    dx2    tot
# NKPTS & NBANDS: 300  64
# Band-Index    1
   3.05642      0.603018  0.008  0.000  0.000  0.006  0.032  0.072  0.030  0.076  0.062  0.292
   3.06346      0.604845  0.008  0.002  0.000  0.004  0.032  0.072  0.032  0.077  0.066  0.294
   3.07050      0.607432  0.008  0.002  0.000  0.004  0.030  0.074  0.034  0.078  0.070  0.299
   3.07753      0.610813  0.006  0.002  0.000  0.004  0.030  0.072  0.036  0.076  0.074  0.302
   3.08457      0.615008  0.006  0.002  0.000  0.004  0.028  0.072  0.036  0.076  0.078  0.304
   3.09161      0.620027  0.006  0.002  0.000  0.004  0.028  0.072  0.038  0.076  0.082  0.306
   3.09864      0.625867  0.006  0.002  0.000  0.002  0.026  0.070  0.040  0.074  0.084  0.308
   3.10568      0.632510  0.006  0.002  0.000  0.002  0.026  0.072  0.040  0.074  0.088  0.311
   3.11272      0.639920  0.006  0.002  0.000  0.002  0.024  0.070  0.042  0.073  0.090  0.311
   3.11975      0.648045  0.004  0.002  0.000  0.002  0.024  0.070  0.044  0.070  0.094  0.312
   3.12679      0.656809  0.004  0.004  0.000  0.002  0.023  0.071  0.044  0.068  0.098  0.314
   3.13383      0.664403  0.018  0.008  0.010  0.002  0.104  0.006  0.018  0.078  0.236  0.477
   3.14087      0.671361  0.016  0.008  0.010  0.000  0.104  0.006  0.016  0.076  0.236  0.476
   3.14790      0.677956  0.016  0.010  0.010  0.000  0.106  0.006  0.014  0.074  0.236  0.474
   3.15494      0.684065  0.016  0.010  0.010  0.000  0.108  0.004  0.014  0.072  0.238  0.472
   3.16198      0.689578  0.016  0.010  0.010  0.000  0.108  0.004  0.012  0.072  0.238  0.472
   3.16901      0.694401  0.016  0.010  0.010  0.000  0.108  0.004  0.012  0.070  0.238  0.470
   3.17605      0.698455  0.016  0.010  0.010  0.000  0.110  0.002  0.012  0.070  0.238  0.468
   3.18309      0.701674  0.016  0.010  0.010  0.000  0.110  0.002  0.010  0.070  0.240  0.468
   3.19012      0.704008  0.014  0.012  0.010  0.000  0.110  0.002  0.010  0.068  0.240  0.468
   3.19716      0.705423  0.014  0.012  0.010  0.000  0.110  0.002  0.010  0.068  0.240  0.466
   3.20420      0.705897  0.014  0.012  0.010  0.000  0.110  0.002  0.010  0.068  0.240  0.468
 
# Band-Index   50
   3.20420      0.740104  0.004  0.006  0.000  0.000  0.014  0.074  0.056  0.024  0.132  0.312
   3.19716      0.738937  0.004  0.006  0.000  0.000  0.014  0.074  0.056  0.024  0.132  0.314
   3.19012      0.735527  0.004  0.006  0.000  0.000  0.014  0.074  0.056  0.028  0.130  0.312
   3.18309      0.730115  0.004  0.006  0.000  0.000  0.014  0.072  0.054  0.032  0.126  0.312
   3.17605      0.723045  0.002  0.006  0.000  0.000  0.014  0.074  0.054  0.036  0.122  0.314
   3.16901      0.714707  0.002  0.006  0.000  0.000  0.018  0.072  0.052  0.042  0.120  0.314
   3.16198      0.705487  0.004  0.006  0.000  0.000  0.018  0.070  0.052  0.048  0.116  0.314
   3.15494      0.695736  0.004  0.006  0.000  0.000  0.020  0.072  0.050  0.052  0.112  0.316
   3.14790      0.685761  0.004  0.004  0.000  0.000  0.020  0.070  0.048  0.056  0.108  0.314
   3.14087      0.675816  0.004  0.004  0.000  0.002  0.022  0.070  0.048  0.062  0.104  0.314
   3.13383      0.666110  0.004  0.004  0.000  0.002  0.022  0.070  0.046  0.066  0.100  0.314
   3.12679      0.657217  0.018  0.008  0.010  0.002  0.102  0.008  0.020  0.079  0.234  0.479
   3.11975      0.649952  0.018  0.008  0.010  0.002  0.102  0.006  0.020  0.080  0.234  0.481
   3.11272      0.642766  0.018  0.006  0.010  0.002  0.100  0.008  0.022  0.081  0.234  0.482
   3.10568      0.635826  0.018  0.006  0.010  0.002  0.100  0.008  0.024  0.082  0.232  0.484
   3.09864      0.629306  0.020  0.006  0.010  0.002  0.098  0.008  0.026  0.085  0.232  0.484
   3.09161      0.623389  0.020  0.006  0.008  0.002  0.094  0.010  0.028  0.086  0.232  0.486
   3.08457      0.618256  0.020  0.004  0.008  0.000  0.094  0.010  0.030  0.086  0.232  0.486
   3.07753      0.614097  0.020  0.004  0.008  0.000  0.092  0.012  0.030  0.090  0.230  0.488
   3.07050      0.611098  0.020  0.004  0.010  0.000  0.090  0.012  0.032  0.090  0.230  0.488
   3.06346      0.609446  0.020  0.004  0.010  0.000  0.088  0.012  0.034  0.090  0.230  0.488
   3.05642      0.609325  0.020  0.002  0.008  0.000  0.086  0.012  0.036  0.090  0.228  0.486
   3.04938      0.610913  0.020  0.002  0.008  0.000  0.084  0.014  0.038  0.090  0.228  0.484
   3.04235      0.614379  0.020  0.004  0.008  0.000  0.082  0.014  0.038  0.090  0.228  0.482
   3.03531      0.619885  0.020  0.004  0.008  0.000  0.080  0.014  0.040  0.090  0.226  0.480
   3.02827      0.627574  0.020  0.004  0.006  0.000  0.076  0.014  0.042  0.090  0.226  0.476
   3.02124      0.637579  0.020  0.004  0.006  0.000  0.074  0.014  0.042  0.088  0.224  0.472
   3.01420      0.650013  0.020  0.004  0.006  0.000  0.072  0.014  0.044  0.088  0.222  0.468
   3.00716      0.664969  0.020  0.002  0.006  0.000  0.068  0.014  0.044  0.086  0.220  0.460
   3.00012      0.682515  0.018  0.002  0.006  0.000  0.066  0.014  0.044  0.084  0.218  0.454
   2.99309      0.702699  0.018  0.002  0.004  0.000  0.064  0.014  0.046  0.080  0.216  0.446
   2.98605      0.725543  0.018  0.002  0.004  0.000  0.062  0.014  0.046  0.078  0.214  0.438
   2.97901      0.751044  0.018  0.002  0.004  0.002  0.058  0.014  0.046  0.074  0.210  0.430
   2.97198      0.779177  0.016  0.002  0.006  0.002  0.056  0.014  0.046  0.074  0.206  0.420
   2.96494      0.809893  0.016  0.002  0.006  0.002  0.052  0.014  0.046  0.070  0.204  0.412
   2.95790      0.843125  0.014  0.002  0.006  0.002  0.050  0.014  0.046  0.066  0.200  0.402
   2.95087      0.878783  0.014  0.002  0.006  0.004  0.048  0.014  0.046  0.062  0.196  0.390
   2.94383      0.916763  0.012  0.002  0.006  0.004  0.046  0.012  0.046  0.060  0.192  0.380
   2.93679      0.956943  0.012  0.002  0.006  0.004  0.042  0.014  0.046  0.056  0.188  0.370
   2.92975      0.999186  0.012  0.002  0.004  0.004  0.040  0.014  0.046  0.054  0.184  0.360
   2.92272      1.043342  0.010  0.002  0.004  0.006  0.038  0.014  0.046  0.050  0.180  0.350
   2.91568      1.089241  0.010  0.002  0.004  0.006  0.036  0.014  0.046  0.048  0.176  0.342
   2.90864      1.136693  0.008  0.002  0.004  0.006  0.032  0.014  0.046  0.046  0.174  0.332
   2.90161      1.185475  0.008  0.002  0.004  0.006  0.032  0.014  0.046  0.044  0.170  0.324
   2.89457      1.235309  0.006  0.002  0.004  0.008  0.028  0.014  0.046  0.040  0.166  0.316
   2.88753      1.285819  0.004  0.002  0.004  0.008  0.026  0.016  0.050  0.038  0.164  0.308
   2.88050      1.336406  0.004  0.002  0.004  0.008  0.024  0.016  0.052  0.034  0.158  0.302
   2.87346      1.385922  0.002  0.002  0.004  0.006  0.022  0.020  0.056  0.034  0.152  0.300
   2.86642      1.431629  0.000  0.004  0.004  0.006  0.020  0.022  0.068  0.032  0.142  0.300
   2.85938      1.466681  0.000  0.004  0.005  0.004  0.027  0.027  0.079  0.032  0.127  0.306
   2.85938      0.356337  0.000  0.000  0.000  0.000  0.097  0.054  0.330  0.036  0.153  0.671
   2.84720      0.357602  0.000  0.000  0.000  0.000  0.076  0.026  0.166  0.085  0.317  0.670
   2.83501      0.361373  0.000  0.000  0.000  0.000  0.074  0.028  0.168  0.083  0.317  0.669
   2.82282      0.367589  0.000  0.000  0.000  0.000  0.072  0.027  0.169  0.081  0.317  0.667
   2.81063      0.376143  0.000  0.000  0.000  0.000  0.070  0.028  0.171  0.079  0.318  0.664
   2.79844      0.386885  0.000  0.000  0.000  0.000  0.065  0.029  0.172  0.076  0.315  0.659
   2.78625      0.399626  0.000  0.000  0.000  0.000  0.061  0.031  0.174  0.073  0.316  0.655
   2.77406      0.414141  0.000  0.000  0.000  0.001  0.055  0.032  0.175  0.070  0.314  0.648
   2.76188      0.430183  0.000  0.000  0.000  0.001  0.048  0.032  0.176  0.068  0.312  0.642
   2.74969      0.447496  0.000  0.001  0.000  0.001  0.043  0.033  0.176  0.068  0.310  0.634
   2.73750      0.465835  0.000  0.001  0.000  0.001  0.036  0.036  0.174  0.067  0.307  0.625
   2.72531      0.484984  0.001  0.002  0.000  0.001  0.031  0.037  0.172  0.068  0.301  0.615
   2.71312      0.504767  0.001  0.002  0.000  0.002  0.026  0.040  0.169  0.068  0.295  0.604
   2.70093      0.525047  0.001  0.002  0.000  0.002  0.023  0.042  0.165  0.069  0.288  0.593
   2.68875      0.545716  0.001  0.002  0.001  0.002  0.019  0.043  0.160  0.071  0.280  0.580
   2.67656      0.566682  0.001  0.003  0.001  0.002  0.017  0.045  0.155  0.074  0.271  0.569
   2.66437      0.587854  0.001  0.005  0.002  0.003  0.015  0.045  0.150  0.075  0.261  0.555
   2.65218      0.609116  0.000  0.005  0.002  0.003  0.014  0.047  0.146  0.077  0.250  0.544
   2.63999      0.630322  0.000  0.006  0.002  0.003  0.014  0.047  0.141  0.081  0.241  0.530
   2.62780      0.651282  0.000  0.006  0.002  0.003  0.013  0.047  0.136  0.082  0.229  0.517
   2.61561      0.671763  0.000  0.006  0.002  0.002  0.015  0.048  0.132  0.085  0.217  0.507
   2.60343      0.691495  0.000  0.007  0.002  0.002  0.016  0.048  0.127  0.087  0.205  0.494
   2.59124      0.710185  0.000  0.007  0.002  0.002  0.017  0.048  0.125  0.090  0.193  0.482
   2.57905      0.727554  0.000  0.008  0.002  0.001  0.020  0.050  0.120  0.092  0.181  0.472
   2.56686      0.743384  0.000  0.008  0.002  0.001  0.021  0.050  0.116  0.093  0.169  0.462
   2.55467      0.757575  0.001  0.008  0.002  0.001  0.024  0.051  0.112  0.095  0.158  0.453
   2.54248      0.770213  0.003  0.007  0.003  0.001  0.027  0.054  0.110  0.096  0.147  0.445
   2.53029      0.781617  0.004  0.007  0.003  0.001  0.029  0.056  0.106  0.096  0.136  0.438
   2.51811      0.792330  0.006  0.007  0.003  0.001  0.031  0.056  0.104  0.095  0.127  0.432
   2.50592      0.803079  0.008  0.006  0.003  0.001  0.032  0.058  0.102  0.095  0.119  0.426
   2.49373      0.814681  0.010  0.006  0.003  0.000  0.034  0.060  0.101  0.093  0.112  0.420
   2.48154      0.827939  0.012  0.005  0.004  0.000  0.036  0.060  0.099  0.091  0.106  0.414
   2.46935      0.843558  0.014  0.005  0.003  0.000  0.036  0.060  0.098  0.089  0.102  0.408
   2.45716      0.855831  0.007  0.009  0.009  0.009  0.045  0.045  0.025  0.045  0.026  0.217
   2.44498      0.841143  0.004  0.009  0.009  0.009  0.045  0.045  0.050  0.045  0.049  0.263
   2.43279      0.841994  0.003  0.009  0.008  0.008  0.041  0.041  0.085  0.041  0.085  0.322
   2.42060      0.858788  0.000  0.008  0.008  0.008  0.039  0.039  0.113  0.039  0.113  0.362
   2.40841      0.886178  0.000  0.007  0.007  0.007  0.033  0.033  0.127  0.033  0.127  0.378
   2.39622      0.919859  0.000  0.005  0.005  0.005  0.032  0.032  0.133  0.032  0.134  0.380
   2.38403      0.957753  0.000  0.005  0.005  0.005  0.030  0.030  0.135  0.030  0.135  0.375
   2.37184      0.998932  0.000  0.005  0.005  0.005  0.027  0.027  0.135  0.027  0.135  0.369
   2.35966      1.042945  0.000  0.005  0.005  0.005  0.025  0.025  0.134  0.025  0.133  0.359
   2.34747      1.089536  0.000  0.005  0.005  0.005  0.025  0.025  0.131  0.025  0.130  0.350
   2.33528      1.138516  0.000  0.004  0.004  0.004  0.024  0.024  0.128  0.024  0.127  0.342
   2.32309      1.189702  0.000  0.004  0.004  0.004  0.023  0.023  0.124  0.023  0.125  0.331
   2.31090      1.242887  0.000  0.005  0.005  0.005  0.022  0.022  0.121  0.022  0.121  0.324
   2.29871      1.297809  0.000  0.004  0.004  0.004  0.021  0.021  0.118  0.021  0.118  0.314
   2.28653      1.354102  0.000  0.004  0.004  0.004  0.022  0.022  0.113  0.022  0.114  0.307
   2.27434      1.411107  0.000  0.004  0.004  0.004  0.023  0.023  0.110  0.023  0.110  0.302
   2.26215      1.466681  0.000  0.004  0.005  0.004  0.027  0.027  0.079  0.032  0.127  0.306
   2.26215      1.466681  0.000  0.004  0.005  0.004  0.027  0.027  0.079  0.032  0.127  0.306
   2.24996      1.421952  0.001  0.005  0.004  0.004  0.022  0.024  0.086  0.029  0.125  0.301
   2.23777      1.362421  0.002  0.005  0.004  0.004  0.022  0.022  0.085  0.027  0.130  0.302
   2.22558      1.299612  0.002  0.005  0.004  0.005  0.027  0.020  0.034  0.026  0.189  0.309
   2.21339      1.236300  0.002  0.003  0.003  0.005  0.020  0.024  0.148  0.028  0.082  0.319
   2.20121      1.173584  0.004  0.004  0.004  0.005  0.023  0.022  0.073  0.027  0.169  0.330
   2.18902      1.112079  0.002  0.004  0.005  0.003  0.029  0.023  0.070  0.021  0.183  0.342
   2.17683      1.052200  0.003  0.004  0.004  0.004  0.027  0.022  0.016  0.028  0.247  0.354
   2.16464      0.994267  0.003  0.004  0.004  0.004  0.028  0.023  0.013  0.028  0.263  0.367
   2.15245      0.938540  0.003  0.004  0.004  0.004  0.027  0.024  0.037  0.029  0.250  0.382
   2.14026      0.885241  0.003  0.004  0.004  0.003  0.029  0.024  0.022  0.029  0.277  0.394
   2.12807      0.834561  0.003  0.003  0.004  0.003  0.029  0.026  0.019  0.029  0.294  0.410
   2.11589      0.786667  0.003  0.004  0.003  0.003  0.029  0.027  0.106  0.030  0.218  0.422
   2.10370      0.741705  0.003  0.003  0.004  0.003  0.030  0.028  0.036  0.030  0.300  0.436
   2.09151      0.699796  0.003  0.003  0.003  0.003  0.032  0.030  0.030  0.031  0.315  0.450
   2.07932      0.661041  0.003  0.002  0.002  0.003  0.030  0.032  0.325  0.032  0.031  0.461
   2.06713      0.625517  0.003  0.002  0.003  0.002  0.031  0.034  0.253  0.032  0.112  0.473
   2.05494      0.593275  0.003  0.004  0.001  0.001  0.035  0.031  0.082  0.033  0.292  0.484
   2.04276      0.564344  0.003  0.001  0.002  0.002  0.032  0.037  0.272  0.035  0.108  0.493
   2.03057      0.538726  0.003  0.001  0.002  0.003  0.032  0.037  0.290  0.036  0.096  0.501
   2.01838      0.516397  0.004  0.001  0.001  0.003  0.033  0.037  0.309  0.038  0.081  0.508
   2.00619      0.497313  0.003  0.001  0.003  0.001  0.034  0.043  0.136  0.033  0.256  0.513
   1.99400      0.481400  0.003  0.002  0.000  0.003  0.037  0.031  0.315  0.045  0.080  0.516
   1.98181      0.468560  0.003  0.001  0.004  0.000  0.042  0.044  0.041  0.029  0.353  0.518
   1.96962      0.458673  0.004  0.002  0.000  0.004  0.038  0.030  0.308  0.050  0.082  0.520
   1.95744      0.451597  0.003  0.002  0.004  0.000  0.049  0.044  0.022  0.026  0.366  0.519
   1.94525      0.447164  0.003  0.002  0.000  0.004  0.031  0.035  0.355  0.057  0.029  0.519
   1.93306      0.445180  0.004  0.001  0.002  0.002  0.035  0.047  0.245  0.044  0.134  0.515
   1.92087      0.445426  0.004  0.003  0.003  0.000  0.061  0.044  0.010  0.025  0.361  0.513
   1.90868      0.447641  0.005  0.003  0.003  0.000  0.060  0.051  0.039  0.024  0.326  0.511
   1.89649      0.451512  0.005  0.000  0.004  0.001  0.045  0.068  0.161  0.028  0.193  0.508
   1.88430      0.456638  0.006  0.003  0.003  0.000  0.078  0.043  0.006  0.028  0.339  0.506
   1.87212      0.462470  0.007  0.005  0.003  0.000  0.085  0.043  0.006  0.030  0.326  0.505
   1.85993      0.468188  0.009  0.005  0.003  0.000  0.095  0.044  0.008  0.034  0.308  0.505
   1.84774      0.472457  0.011  0.005  0.003  0.000  0.108  0.043  0.009  0.042  0.285  0.508
   1.83555      0.473041  0.015  0.001  0.006  0.002  0.084  0.112  0.119  0.029  0.144  0.516
   1.82336      0.466630  0.021  0.007  0.005  0.000  0.145  0.082  0.031  0.046  0.192  0.529
   1.81117      0.450283  0.028  0.007  0.008  0.000  0.168  0.099  0.035  0.056  0.145  0.544
   1.79899      0.424388  0.032  0.005  0.009  0.001  0.175  0.134  0.049  0.054  0.100  0.559
   1.78680      0.392362  0.034  0.004  0.008  0.002  0.178  0.153  0.053  0.062  0.079  0.571
   1.77461      0.357662  0.036  0.001  0.008  0.006  0.104  0.214  0.087  0.095  0.037  0.585
   1.76242      0.322655  0.037  0.000  0.005  0.006  0.104  0.221  0.086  0.102  0.036  0.598
   1.75023      0.288889  0.037  0.002  0.007  0.002  0.181  0.190  0.060  0.072  0.060  0.610
   1.73804      0.257476  0.038  0.001  0.005  0.001  0.191  0.194  0.060  0.072  0.061  0.623
   1.72585      0.229296  0.039  0.002  0.004  0.000  0.225  0.160  0.046  0.084  0.074  0.634
   1.71367      0.205098  0.040  0.001  0.003  0.000  0.214  0.187  0.057  0.079  0.066  0.647
   1.70148      0.185531  0.040  0.000  0.000  0.000  0.188  0.213  0.070  0.087  0.055  0.656
   1.68929      0.171134  0.041  0.000  0.000  0.000  0.209  0.205  0.064  0.082  0.062  0.662
   1.67710      0.162320  0.041  0.000  0.000  0.000  0.174  0.188  0.067  0.138  0.060  0.667
   1.66491      0.159352  0.042  0.000  0.000  0.000  0.217  0.199  0.062  0.085  0.063  0.668
   1.66491      0.159352  0.042  0.000  0.000  0.000  0.215  0.202  0.063  0.085  0.064  0.669
   1.65496      0.161791  0.042  0.000  0.000  0.000  0.162  0.240  0.082  0.098  0.042  0.668
   1.64501      0.169065  0.040  0.000  0.000  0.000  0.160  0.242  0.082  0.096  0.042  0.666
   1.63506      0.181047  0.040  0.000  0.000  0.000  0.158  0.238  0.080  0.096  0.042  0.658
   1.62510      0.197537  0.040  0.000  0.002  0.000  0.156  0.234  0.080  0.094  0.042  0.650
   1.61515      0.218279  0.040  0.000  0.004  0.002  0.154  0.230  0.078  0.092  0.042  0.642
   1.60520      0.242978  0.038  0.000  0.004  0.004  0.150  0.226  0.076  0.092  0.042  0.630
   1.59525      0.271314  0.038  0.000  0.006  0.004  0.146  0.222  0.074  0.088  0.042  0.620
   1.58530      0.302958  0.036  0.002  0.006  0.006  0.144  0.214  0.070  0.086  0.042  0.608
   1.57534      0.337587  0.036  0.002  0.008  0.006  0.138  0.210  0.068  0.086  0.042  0.594
   1.56539      0.374889  0.036  0.002  0.010  0.006  0.134  0.204  0.066  0.082  0.044  0.584
   1.55544      0.414567  0.034  0.002  0.010  0.010  0.128  0.200  0.066  0.080  0.042  0.570
   1.54549      0.456335  0.034  0.002  0.010  0.010  0.122  0.192  0.064  0.082  0.040  0.558
   1.53554      0.499902  0.032  0.002  0.012  0.012  0.112  0.186  0.064  0.084  0.040  0.546
   1.52559      0.544084  0.004  0.002  0.000  0.000  0.069  0.030  0.015  0.040  0.293  0.452
   1.51563      0.538104  0.006  0.002  0.000  0.000  0.068  0.028  0.020  0.050  0.276  0.452
   1.50568      0.536140  0.010  0.002  0.000  0.002  0.070  0.030  0.028  0.062  0.254  0.456
   1.49573      0.538335  0.012  0.002  0.000  0.002  0.068  0.032  0.042  0.074  0.226  0.458
   1.48578      0.544074  0.016  0.002  0.000  0.002  0.066  0.032  0.060  0.082  0.196  0.458
   1.47583      0.552107  0.016  0.002  0.000  0.002  0.062  0.034  0.086  0.086  0.168  0.458
   1.46587      0.561003  0.018  0.002  0.000  0.002  0.054  0.038  0.116  0.084  0.142  0.458
   1.45592      0.569647  0.018  0.002  0.000  0.002  0.048  0.042  0.150  0.078  0.118  0.458
   1.44597      0.577517  0.016  0.002  0.000  0.002  0.038  0.046  0.182  0.072  0.100  0.456
   1.43602      0.584645  0.016  0.000  0.000  0.002  0.032  0.046  0.210  0.064  0.086  0.456
   1.42607      0.591384  0.014  0.000  0.000  0.002  0.026  0.048  0.234  0.056  0.074  0.458
   1.41612      0.598183  0.014  0.000  0.000  0.002  0.022  0.050  0.252  0.050  0.066  0.458
   1.40616      0.605475  0.010  0.000  0.000  0.002  0.018  0.050  0.267  0.046  0.060  0.458
   1.39621      0.613629  0.010  0.000  0.000  0.002  0.016  0.050  0.280  0.042  0.056  0.458
   1.38626      0.622959  0.010  0.000  0.000  0.002  0.016  0.048  0.290  0.040  0.056  0.460
   1.37631      0.633729  0.010  0.000  0.000  0.002  0.014  0.048  0.294  0.036  0.054  0.459
   1.36636      0.646165  0.010  0.000  0.000  0.002  0.012  0.046  0.300  0.036  0.052  0.458
   1.35640      0.660463  0.010  0.000  0.000  0.002  0.012  0.046  0.304  0.034  0.052  0.458
   1.34645      0.676795  0.010  0.000  0.000  0.002  0.012  0.042  0.306  0.032  0.050  0.454
   1.33650      0.695312  0.010  0.000  0.000  0.002  0.012  0.042  0.306  0.030  0.050  0.454
   1.32655      0.716141  0.010  0.000  0.000  0.002  0.012  0.040  0.304  0.030  0.050  0.448
   1.31660      0.739395  0.010  0.000  0.000  0.002  0.012  0.038  0.300  0.028  0.052  0.442
   1.30664      0.765160  0.010  0.000  0.000  0.002  0.012  0.036  0.294  0.028  0.054  0.438
   1.29669      0.793501  0.008  0.000  0.000  0.002  0.012  0.034  0.290  0.028  0.056  0.432
   1.28674      0.824443  0.008  0.000  0.000  0.002  0.012  0.034  0.280  0.028  0.058  0.424
   1.27679      0.857943  0.008  0.000  0.000  0.002  0.012  0.032  0.268  0.028  0.062  0.416
   1.26684      0.893699  0.010  0.000  0.000  0.002  0.014  0.030  0.248  0.032  0.070  0.410
   1.25689      0.927945  0.012  0.002  0.004  0.002  0.024  0.030  0.152  0.058  0.120  0.408
   1.24693      0.918912  0.014  0.010  0.006  0.000  0.048  0.042  0.032  0.064  0.146  0.362
   1.23698      0.892757  0.012  0.010  0.006  0.000  0.050  0.044  0.040  0.056  0.140  0.356
   1.22703      0.865303  0.010  0.010  0.006  0.000  0.050  0.044  0.040  0.052  0.142  0.356
   1.21708      0.837472  0.008  0.010  0.006  0.000  0.050  0.044  0.040  0.050  0.144  0.356
   1.20713      0.809610  0.010  0.008  0.004  0.000  0.048  0.046  0.040  0.046  0.150  0.356
   1.19717      0.782089  0.008  0.008  0.004  0.000  0.046  0.048  0.042  0.044  0.154  0.356
   1.18722      0.756016  0.006  0.008  0.002  0.000  0.036  0.058  0.046  0.036  0.150  0.344
   1.17727      0.740104  0.004  0.006  0.000  0.000  0.014  0.074  0.056  0.024  0.132  0.312
   1.17727      0.740104  0.004  0.006  0.000  0.000  0.014  0.074  0.056  0.024  0.132  0.312
   1.16732      0.742993  0.006  0.006  0.000  0.000  0.020  0.068  0.056  0.028  0.136  0.324
   1.15737      0.749992  0.006  0.008  0.002  0.000  0.032  0.056  0.060  0.032  0.144  0.342
   1.14741      0.758909  0.008  0.008  0.004  0.000  0.040  0.048  0.064  0.034  0.150  0.356
   1.13746      0.768601  0.010  0.008  0.004  0.000  0.044  0.040  0.072  0.036  0.152  0.366
   1.12751      0.778404  0.010  0.006  0.004  0.000  0.044  0.038  0.082  0.038  0.150  0.374
   1.11756      0.787778  0.010  0.006  0.004  0.000  0.042  0.034  0.094  0.038  0.150  0.382
   1.10761      0.796198  0.010  0.006  0.004  0.000  0.042  0.032  0.108  0.036  0.148  0.388
   1.09766      0.803146  0.010  0.006  0.004  0.000  0.038  0.034  0.124  0.037  0.142  0.396
   1.08770      0.808146  0.010  0.006  0.006  0.000  0.034  0.036  0.142  0.034  0.138  0.404
   1.07775      0.810816  0.008  0.006  0.006  0.000  0.030  0.040  0.158  0.034  0.130  0.412
   1.06780      0.810920  0.004  0.006  0.006  0.000  0.026  0.044  0.176  0.032  0.124  0.420
   1.05785      0.808394  0.004  0.002  0.006  0.000  0.022  0.050  0.192  0.030  0.118  0.428
   1.04790      0.803330  0.002  0.002  0.006  0.000  0.020  0.056  0.208  0.028  0.108  0.437
   1.03794      0.795942  0.002  0.002  0.008  0.000  0.018  0.062  0.222  0.028  0.104  0.444
   1.02799      0.786515  0.002  0.002  0.008  0.000  0.016  0.068  0.234  0.026  0.096  0.452
   1.01804      0.775365  0.000  0.002  0.008  0.000  0.016  0.074  0.246  0.024  0.092  0.460
   1.00809      0.762799  0.000  0.000  0.008  0.000  0.014  0.078  0.254  0.024  0.086  0.468
   0.99814      0.749102  0.000  0.000  0.006  0.000  0.016  0.084  0.262  0.022  0.082  0.476
   0.98818      0.734528  0.000  0.000  0.006  0.000  0.018  0.088  0.270  0.020  0.078  0.482
   0.97823      0.719291  0.000  0.000  0.006  0.000  0.018  0.092  0.276  0.018  0.078  0.490
   0.96828      0.703580  0.000  0.000  0.006  0.000  0.020  0.094  0.282  0.019  0.076  0.496
   0.95833      0.687548  0.000  0.000  0.006  0.000  0.020  0.098  0.286  0.018  0.076  0.504
   0.94838      0.671328  0.000  0.000  0.006  0.000  0.022  0.100  0.290  0.016  0.076  0.512
   0.93843      0.655026  0.000  0.000  0.006  0.000  0.024  0.102  0.296  0.016  0.078  0.520
   0.92847      0.638734  0.000  0.000  0.006  0.000  0.026  0.102  0.298  0.014  0.078  0.528
   0.91852      0.622522  0.000  0.000  0.006  0.000  0.028  0.104  0.302  0.012  0.080  0.534
   0.90857      0.606449  0.000  0.000  0.004  0.000  0.028  0.104  0.306  0.012  0.084  0.542
   0.89862      0.590557  0.000  0.000  0.004  0.000  0.032  0.106  0.310  0.010  0.088  0.550
   0.88867      0.574879  0.000  0.000  0.004  0.000  0.032  0.104  0.314  0.007  0.094  0.558
   0.87871      0.559435  0.000  0.000  0.004  0.000  0.034  0.104  0.316  0.006  0.100  0.566
   0.86876      0.544233  0.000  0.000  0.004  0.000  0.036  0.104  0.318  0.006  0.106  0.574
   0.85881      0.529276  0.002  0.000  0.004  0.000  0.036  0.104  0.322  0.002  0.112  0.583
   0.84886      0.514558  0.002  0.000  0.004  0.000  0.038  0.102  0.325  0.002  0.122  0.592
   0.83891      0.500072  0.002  0.002  0.004  0.000  0.038  0.100  0.325  0.002  0.128  0.602
   0.82896      0.485815  0.002  0.002  0.004  0.000  0.038  0.100  0.326  0.000  0.138  0.610
   0.81900      0.471794  0.000  0.000  0.004  0.000  0.038  0.098  0.328  0.002  0.148  0.618
   0.80905      0.458034  0.000  0.000  0.000  0.000  0.038  0.098  0.326  0.004  0.156  0.626
   0.79910      0.444590  0.000  0.000  0.000  0.000  0.036  0.098  0.323  0.008  0.164  0.634
   0.78915      0.431549  0.000  0.000  0.000  0.000  0.036  0.096  0.321  0.012  0.173  0.640
   0.77920      0.419030  0.000  0.000  0.000  0.000  0.034  0.096  0.317  0.016  0.179  0.646
   0.76924      0.407186  0.000  0.000  0.000  0.000  0.034  0.098  0.312  0.020  0.184  0.652
   0.75929      0.396187  0.000  0.000  0.000  0.000  0.033  0.098  0.305  0.028  0.190  0.657
   0.74934      0.386215  0.000  0.000  0.000  0.000  0.033  0.100  0.301  0.033  0.193  0.661
   0.73939      0.377445  0.000  0.000  0.000  0.000  0.033  0.101  0.295  0.037  0.197  0.665
   0.72944      0.370002  0.000  0.000  0.000  0.000  0.130  0.019  0.323  0.037  0.154  0.665
   0.71948      0.364022  0.000  0.000  0.000  0.000  0.133  0.018  0.326  0.036  0.154  0.668
   0.70953      0.359753  0.000  0.000  0.000  0.000  0.134  0.017  0.327  0.036  0.155  0.670
   0.69958      0.357193  0.000  0.000  0.000  0.000  0.127  0.022  0.327  0.037  0.156  0.670
   0.68963      0.356337  0.000  0.000  0.000  0.000  0.098  0.051  0.320  0.040  0.163  0.671
